CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
416120024;MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA;18;0.0;;0;100141;ESPIRITO SANTO;APROVADO
406040168;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL E ILÍACAS COM ENDOPRÓTESE BIFURCADA;17;0.0;;0;100142;ESPIRITO SANTO;APROVADO
408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS;17;0.0;;0;100143;ESPIRITO SANTO;APROVADO
409050075;PLASTICA TOTAL DO PENIS;17;0.0;;0;100144;ESPIRITO SANTO;APROVADO
408020032;ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR;16;0.0;;0;100145;ESPIRITO SANTO;APROVADO
408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS;16;0.0;;0;100146;ESPIRITO SANTO;APROVADO
408040165;RECONSTRUÇÃO OSTEOPLASTICA DO QUADRIL;16;0.0;;0;100147;ESPIRITO SANTO;APROVADO
410010081;PLASTICA MAMARIA MASCULINA;16;0.0;;0;100148;ESPIRITO SANTO;APROVADO
407030255;COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA;15;0.0;;0;100149;ESPIRITO SANTO;APROVADO
407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL);15;0.0;;0;100150;ESPIRITO SANTO;APROVADO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR;15;0.0;;0;100151;ESPIRITO SANTO;APROVADO
416010130;PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA;14;0.0;;0;100152;ESPIRITO SANTO;APROVADO
407010270;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA);14;0.0;;0;100153;ESPIRITO SANTO;APROVADO
407020063;COLECTOMIA PARCIAL (HEMICOLECTOMIA);14;0.0;;0;100154;ESPIRITO SANTO;APROVADO
408050071;ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO;14;0.0;;0;100155;ESPIRITO SANTO;APROVADO
408060476;TENOPLASTIA OU ENXERTO DE TENDÃO UNICO;14;0.0;;0;100156;ESPIRITO SANTO;APROVADO
416020216;LINFADENECTOMIA AXILAR UNILATERAL EM ONCOLOGIA;13;0.0;;0;100157;ESPIRITO SANTO;APROVADO
404010172;LARINGECTOMIA PARCIAL;13;0.0;;0;100158;ESPIRITO SANTO;APROVADO
406011125;TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA;12;0.0;;0;100159;ESPIRITO SANTO;APROVADO
404010466;PAROTIDECTOMIA PARCIAL OU SUBTOTAL;12;0.0;;0;100160;ESPIRITO SANTO;APROVADO
406040028;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT);12;0.0;;0;100161;ESPIRITO SANTO;APROVADO
406050104;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL ESQUERDA);12;0.0;;0;100162;ESPIRITO SANTO;APROVADO
408030380;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO);12;0.0;;0;100163;ESPIRITO SANTO;APROVADO
409010227;NEFROLITOTOMIA;12;0.0;;0;100164;ESPIRITO SANTO;APROVADO
409010561;URETEROLITOTOMIA;12;0.0;;0;100165;ESPIRITO SANTO;APROVADO
409050032;CORRECAO DE HIPOSPADIA (1O TEMPO);12;0.0;;0;100166;ESPIRITO SANTO;APROVADO
409070068;COLPOPERINEOPLASTIA POSTERIOR;12;0.0;;0;100167;ESPIRITO SANTO;APROVADO
416050026;COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA;11;0.0;;0;100168;ESPIRITO SANTO;APROVADO
406020426;REVASCULARIZAÇÃO DO MEMBRO SUPERIOR;11;0.0;;0;100169;ESPIRITO SANTO;APROVADO
408030038;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS;11;0.0;;0;100170;ESPIRITO SANTO;APROVADO
408030054;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS;11;0.0;;0;100171;ESPIRITO SANTO;APROVADO
408030119;ARTRODESE CERVICAL ANTERIOR UM NÍVEL;11;0.0;;0;100172;ESPIRITO SANTO;APROVADO
408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,;11;0.0;;0;100173;ESPIRITO SANTO;APROVADO
408030631;REVISÃO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR;11;0.0;;0;100174;ESPIRITO SANTO;APROVADO
408050659;TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;11;0.0;;0;100175;ESPIRITO SANTO;APROVADO
408060069;ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO;11;0.0;;0;100176;ESPIRITO SANTO;APROVADO
412010119;TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA;11;0.0;;0;100177;ESPIRITO SANTO;APROVADO
416060013;AMPUTAÇÃO CÔNICA DE COLO DE ÚTERO COM COLPECTOMIA EM ONCOLOGIA;11;0.0;;0;100178;ESPIRITO SANTO;APROVADO
416060064;HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA;11;0.0;;0;100179;ESPIRITO SANTO;APROVADO
416080014;EXCISÂO E ENXERTO DE PELE EM ONCOLOGIA;10;0.0;;0;100180;ESPIRITO SANTO;APROVADO
406010579;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCÁRDICO POR TORACOTOMIA P/ IMPLANTE DE ELETRODO;10;0.0;;0;100181;ESPIRITO SANTO;APROVADO
407010386;CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA;11;0.0;;0;100182;ESPIRITO SANTO;APROVADO
407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL;10;0.0;;0;100183;ESPIRITO SANTO;APROVADO
408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA;10;0.0;;0;100184;ESPIRITO SANTO;APROVADO
408020130;RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO;10;0.0;;0;100185;ESPIRITO SANTO;APROVADO
408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS;10;0.0;;0;100186;ESPIRITO SANTO;APROVADO
408030259;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,;10;0.0;;0;100187;ESPIRITO SANTO;APROVADO
409010200;NEFRECTOMIA PARCIAL;10;0.0;;0;100188;ESPIRITO SANTO;APROVADO
409060127;HISTERECTOMIA SUBTOTAL;10;0.0;;0;100189;ESPIRITO SANTO;APROVADO
409070149;EXERESE DE CISTO VAGINAL;10;0.0;;0;100190;ESPIRITO SANTO;APROVADO
409070254;TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL;10;0.0;;0;100191;ESPIRITO SANTO;APROVADO
409070262;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;10;0.0;;0;100192;ESPIRITO SANTO;APROVADO
416020208;LINFADENECTOMIA SUPRACLAVICULAR UNILATERAL EM ONCOLOGIA;10;0.0;;0;100193;ESPIRITO SANTO;APROVADO
416050077;RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA;10;0.0;;0;100194;ESPIRITO SANTO;APROVADO
416060129;LAPAROTOMIA PARA AVALIAÇÃO DE TUMOR DE OVARIO EM ONCOLOGIA;10;0.0;;0;100195;ESPIRITO SANTO;APROVADO
404030076;LABIOPLASTIA UNILATERAL EM DOIS TEMPOS;9;0.0;;0;100196;ESPIRITO SANTO;APROVADO
406040176;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA;9;0.0;;0;100197;ESPIRITO SANTO;APROVADO
408060123;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES;9;0.0;;0;100198;ESPIRITO SANTO;APROVADO
408060360;RETIRADA DE FIXADOR EXTERNO;9;0.0;;0;100199;ESPIRITO SANTO;APROVADO
408060484;TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO;9;0.0;;0;100200;ESPIRITO SANTO;APROVADO
412050048;LOBECTOMIA PULMONAR;9;0.0;;0;100201;ESPIRITO SANTO;APROVADO
416090133;RESSECÇÃO DE TUMOR DE PARTES MOLES EM ONCOLOGIA;9;0.0;;0;100202;ESPIRITO SANTO;APROVADO
404010318;RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;8;0.0;;0;100203;ESPIRITO SANTO;APROVADO
404010512;SINUSOTOMIA TRANSMAXILAR;8;0.0;;0;100204;ESPIRITO SANTO;APROVADO
406011206;TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA;8;0.0;;0;100205;ESPIRITO SANTO;APROVADO
406020159;EXERESE DE GANGLIO LINFÁTICO;8;0.0;;0;100206;ESPIRITO SANTO;APROVADO
406040206;EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO);8;0.0;;0;100207;ESPIRITO SANTO;APROVADO
406040320;TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS;8;0.0;;0;100208;ESPIRITO SANTO;APROVADO
407020187;ENTEROANASTOMOSE (QUALQUER SEGMENTO);8;0.0;;0;100209;ESPIRITO SANTO;APROVADO
408030135;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL;8;0.0;;0;100210;ESPIRITO SANTO;APROVADO
408030917;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR QUATRO NÍVEIS;8;0.0;;0;100211;ESPIRITO SANTO;APROVADO
408050152;RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO;8;0.0;;0;100212;ESPIRITO SANTO;APROVADO
408050861;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL;8;0.0;;0;100213;ESPIRITO SANTO;APROVADO
409010367;RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO;8;0.0;;0;100214;ESPIRITO SANTO;APROVADO
409070033;COLPOCLEISE (CIRURGIA DE LE FORT);8;0.0;;0;100215;ESPIRITO SANTO;APROVADO
412030110;PLEURODESE;8;0.0;;0;100216;ESPIRITO SANTO;APROVADO
404020275;RESSECÇÃO DE LESÃO MALIGNA E BENIGNA DA REGIÃO CRANIO E BUCOMAXILOFACIAL;7;0.0;;0;100217;ESPIRITO SANTO;APROVADO
404020470;RECONSTRUÇÃO DO SULCO GENGIVO-LABIAL;7;0.0;;0;100218;ESPIRITO SANTO;APROVADO
406030014;ANGIOPLASTIA CORONARIANA;7;0.0;;0;100219;ESPIRITO SANTO;APROVADO
408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS);7;0.0;;0;100220;ESPIRITO SANTO;APROVADO
408060026;ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MÃO E/OU DO PÉ;7;0.0;;0;100221;ESPIRITO SANTO;APROVADO
412050072;PNEUMONECTOMIA DE TOTALIZACAO;7;0.0;;0;100222;ESPIRITO SANTO;APROVADO
416010024;CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO EM ONCOLOGIA;7;0.0;;0;100223;ESPIRITO SANTO;APROVADO
416010164;RESSECCAO DE TUMORES MULTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA;7;0.0;;0;100224;ESPIRITO SANTO;APROVADO
416080120;EXTIRPAÇÃO MÚLTIPLA DE LESÃO DA PELE OU TECIDO CELULAR SUBCUTÂNEO EM ONCOLOGIA;7;0.0;;0;100225;ESPIRITO SANTO;APROVADO
404010105;ESTAPEDECTOMIA;6;0.0;;0;100226;ESPIRITO SANTO;APROVADO
406010650;IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA TRANSVENOSO;6;0.0;;0;100227;ESPIRITO SANTO;APROVADO
406010927;REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA;6;0.0;;0;100228;ESPIRITO SANTO;APROVADO
406020442;REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL;6;0.0;;0;100229;ESPIRITO SANTO;APROVADO
406040133;ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (COM STENT RECOBERTO);6;0.0;;0;100230;ESPIRITO SANTO;APROVADO
406040150;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPRÓTESE RETA / CÔNICA;6;0.0;;0;100231;ESPIRITO SANTO;APROVADO
406050015;ESTUDO ELETROFISIOLÓGICO DIAGNÓSTICO;6;0.0;;0;100232;ESPIRITO SANTO;APROVADO
406050112;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR IDIOPÁTICA DO SEIO DE VALSALVA ESQUERDO);6;0.0;;0;100233;ESPIRITO SANTO;APROVADO
407020403;RETOSSIGMOIDECTOMIA ABDOMINAL;6;0.0;;0;100234;ESPIRITO SANTO;APROVADO
407040226;REPARACAO DE OUTRAS HERNIAS;6;0.0;;0;100235;ESPIRITO SANTO;APROVADO
408020555;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO;6;0.0;;0;100236;ESPIRITO SANTO;APROVADO
408020601;TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO;6;0.0;;0;100237;ESPIRITO SANTO;APROVADO
408030232;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL;6;0.0;;0;100238;ESPIRITO SANTO;APROVADO
408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO);6;0.0;;0;100239;ESPIRITO SANTO;APROVADO
408040017;ARTRODESE COXOFEMORAL;6;0.0;;0;100240;ESPIRITO SANTO;APROVADO
408050047;ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL);6;0.0;;0;100241;ESPIRITO SANTO;APROVADO
408050730;TRATAMENTO CIRÚRGICO DE PÉ CAVO;6;0.0;;0;100242;ESPIRITO SANTO;APROVADO
408060174;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;6;0.0;;0;100243;ESPIRITO SANTO;APROVADO
408060468;TENOMIOTOMIA / DESINSERÇÃO;6;0.0;;0;100244;ESPIRITO SANTO;APROVADO
409020109;RESSECCAO E FECHAMENTO DE FISTULA URETRAL;6;0.0;;0;100245;ESPIRITO SANTO;APROVADO
409060240;SALPINGECTOMIA VIDEOLAPAROSCOPICA;6;0.0;;0;100246;ESPIRITO SANTO;APROVADO
412010100;TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA;6;0.0;;0;100247;ESPIRITO SANTO;APROVADO
413040232;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA;6;0.0;;0;100248;ESPIRITO SANTO;APROVADO
414010329;TRATAMENTO CIRÚRGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR;6;0.0;;0;100249;ESPIRITO SANTO;APROVADO
416060102;VULVECTOMIA PARCIAL EM ONCOLOGIA;6;0.0;;0;100250;ESPIRITO SANTO;APROVADO
416110061;SEGMENTECTOMIA PULMONAR EM ONCOLOGIA;6;0.0;;0;100251;ESPIRITO SANTO;APROVADO
404010415;TURBINECTOMIA;5;0.0;;0;100252;ESPIRITO SANTO;APROVADO
404010571;CIRURGIA DE IMPLANTE COCLEAR UNILATERAL;5;0.0;;0;100253;ESPIRITO SANTO;APROVADO
404020569;ARTROPLASTIA DA ARTICULAÇÃO TÊMPORO-MANDIBULAR (RECIDIVANTE OU NÃO);5;0.0;;0;100254;ESPIRITO SANTO;APROVADO
404030262;PALATOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL;5;0.0;;0;100255;ESPIRITO SANTO;APROVADO
405050135;IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA;5;0.0;;0;100256;ESPIRITO SANTO;APROVADO
406040125;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS;5;0.0;;0;100257;ESPIRITO SANTO;APROVADO
406050082;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL);5;0.0;;0;100258;ESPIRITO SANTO;APROVADO
407030131;HEPATECTOMIA PARCIAL;5;0.0;;0;100259;ESPIRITO SANTO;APROVADO
407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA;5;0.0;;0;100260;ESPIRITO SANTO;APROVADO
408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;5;0.0;;0;100261;ESPIRITO SANTO;APROVADO
408020482;TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO;5;0.0;;0;100262;ESPIRITO SANTO;APROVADO
408030062;ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS;5;0.0;;0;100263;ESPIRITO SANTO;APROVADO
408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS;5;0.0;;0;100264;ESPIRITO SANTO;APROVADO
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR);5;0.0;;0;100265;ESPIRITO SANTO;APROVADO
409010499;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL;5;0.0;;0;100266;ESPIRITO SANTO;APROVADO
409040126;ORQUIDOPEXIA BILATERAL;5;0.0;;0;100267;ESPIRITO SANTO;APROVADO
409040231;TRATAMENTO CIRURGICO DE VARICOCELE;5;0.0;;0;100268;ESPIRITO SANTO;APROVADO
409070084;COLPOPLASTIA ANTERIOR;5;0.0;;0;100269;ESPIRITO SANTO;APROVADO
410010057;MASTECTOMIA RADICAL C/ LINFADENECTOMIA;5;0.0;;0;100270;ESPIRITO SANTO;APROVADO
412050145;METASTASECTOMIA PULMONAR UNI OU BILATERAL (QUALQUER METODO);5;0.0;;0;100271;ESPIRITO SANTO;APROVADO
416040195;QUIMIOEMBOLIZAÇÃO DE CARCINOMA HEPÁTICO;5;0.0;;0;100272;ESPIRITO SANTO;APROVADO
416060080;TRAQUELECTOMIA RADICAL EM ONCOLOGIA;5;0.0;;0;100273;ESPIRITO SANTO;APROVADO
416110010;LOBECTOMIA PULMONAR EM ONCOLOGIA;5;0.0;;0;100274;ESPIRITO SANTO;APROVADO
404010130;EXTIRPACAO DE TUMOR DO CAVUM E FARINGE;4;0.0;;0;100275;ESPIRITO SANTO;APROVADO
404020070;RESSECÇÃO DE GLÂNDULA SALIVAR;4;0.0;;0;100276;ESPIRITO SANTO;APROVADO
405010125;RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA;4;0.0;;0;100277;ESPIRITO SANTO;APROVADO
406010137;CORREÇÃO DE ANEURISMA / DISSECÇÃO DA AORTA TORACO-ABDOMINAL;4;0.0;;0;100278;ESPIRITO SANTO;APROVADO
406020043;ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL;4;0.0;;0;100279;ESPIRITO SANTO;APROVADO
406020353;PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL;4;0.0;;0;100280;ESPIRITO SANTO;APROVADO
407020179;ENTERECTOMIA;4;0.0;;0;100281;ESPIRITO SANTO;APROVADO
407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL;4;0.0;;0;100282;ESPIRITO SANTO;APROVADO
407030220;PANCREATOTOMIA P/ DRENAGEM;4;0.0;;0;100283;ESPIRITO SANTO;APROVADO
407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA;4;0.0;;0;100284;ESPIRITO SANTO;APROVADO
408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO;4;0.0;;0;100285;ESPIRITO SANTO;APROVADO
408030020;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NIVEL;4;0.0;;0;100286;ESPIRITO SANTO;APROVADO
408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS;4;0.0;;0;100287;ESPIRITO SANTO;APROVADO
408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,;4;0.0;;0;100288;ESPIRITO SANTO;APROVADO
408040041;ARTROPLASTIA DE QUADRIL (NÃO CONVENCIONAL);4;0.0;;0;100289;ESPIRITO SANTO;APROVADO
408050128;REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO;4;0.0;;0;100290;ESPIRITO SANTO;APROVADO
408050799;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR;4;0.0;;0;100291;ESPIRITO SANTO;APROVADO
408050900;TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS;4;0.0;;0;100292;ESPIRITO SANTO;APROVADO
408050926;TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO;4;0.0;;0;100293;ESPIRITO SANTO;APROVADO
408060085;BURSECTOMIA;4;0.0;;0;100294;ESPIRITO SANTO;APROVADO
408060646;TRATAMENTO CIRÚRGICO DE MÃO OU PÉ EM FENDA / DEDO BÍFIDO / MACRODACTILIA / POLIDACTILIA;4;0.0;;0;100295;ESPIRITO SANTO;APROVADO
408060662;TRATAMENTO CIRÚRGICO DE POLIDACTILIA ARTICULADA;4;0.0;;0;100296;ESPIRITO SANTO;APROVADO
409050040;CORRECAO DE HIPOSPADIA (2O TEMPO);4;0.0;;0;100297;ESPIRITO SANTO;APROVADO
409070157;EXERESE DE GLANDULA DE BARTHOLIN / SKENE;4;0.0;;0;100298;ESPIRITO SANTO;APROVADO
409070211;RECONSTRUCAO DA VAGINA;4;0.0;;0;100299;ESPIRITO SANTO;APROVADO
410010120;SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR;4;0.0;;0;100300;ESPIRITO SANTO;APROVADO
413040259;DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL PÓS CIRURGIA BARIATRICA;4;0.0;;0;100301;ESPIRITO SANTO;APROVADO
416030017;PAROTIDECTOMIA PARCIAL EM ONCOLOGIA;4;0.0;;0;100302;ESPIRITO SANTO;APROVADO
416030270;TIREOIDECTOMIA TOTAL EM ONCOLOGIA;4;0.0;;0;100303;ESPIRITO SANTO;APROVADO
416040101;HEPATECTOMIA PARCIAL EM ONCOLOGIA;4;0.0;;0;100304;ESPIRITO SANTO;APROVADO
416060110;HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA;4;0.0;;0;100305;ESPIRITO SANTO;APROVADO
416120032;MASTECTOMIA SIMPLES EM ONCOLOGIA;4;0.0;;0;100306;ESPIRITO SANTO;APROVADO
404010237;MICROCIRURGIA OTOLOGICA;3;0.0;;0;100307;ESPIRITO SANTO;APROVADO
404020380;TRATAMENTO CIRÚRGICO DE OSTEOMIELITE DE OSSOS DA FACE;3;0.0;;0;100308;ESPIRITO SANTO;APROVADO
404020461;OSTEOTOMIA DA MANDIBULA;3;0.0;;0;100309;ESPIRITO SANTO;APROVADO
404020500;OSTEOSSÍNTESE DA FRATURA COMPLEXA DA MANDÍBULA;3;0.0;;0;100310;ESPIRITO SANTO;APROVADO
405040067;ENUCLEACAO DE GLOBO OCULAR;3;0.0;;0;100311;ESPIRITO SANTO;APROVADO
406010420;CORREÇÃO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE);3;0.0;;0;100312;ESPIRITO SANTO;APROVADO
406010480;CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (PARCIAL / INTERMEDIÁRIO);3;0.0;;0;100313;ESPIRITO SANTO;APROVADO
406010625;IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO EPIMIOCÁRDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO;3;0.0;;0;100314;ESPIRITO SANTO;APROVADO
406010803;PLÁSTICA VALVAR;3;0.0;;0;100315;ESPIRITO SANTO;APROVADO
406010900;RESSECÇÃO DE TUMOR INTRACARDÍACO;3;0.0;;0;100316;ESPIRITO SANTO;APROVADO
406010951;REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS);3;0.0;;0;100317;ESPIRITO SANTO;APROVADO
406020450;REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL;3;0.0;;0;100318;ESPIRITO SANTO;APROVADO
406040079;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT RECOBERTO);3;0.0;;0;100319;ESPIRITO SANTO;APROVADO
406040109;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT NÃO RECOBERTO;3;0.0;;0;100320;ESPIRITO SANTO;APROVADO
406050139;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE VIAS ANÔMALAS ESQUERDAS);3;0.0;;0;100321;ESPIRITO SANTO;APROVADO
407020349;PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO;3;0.0;;0;100322;ESPIRITO SANTO;APROVADO
407030018;ANASTOMOSE BILEO-DIGESTIVA;3;0.0;;0;100323;ESPIRITO SANTO;APROVADO
407030123;ESPLENECTOMIA;3;0.0;;0;100324;ESPIRITO SANTO;APROVADO
408020644;TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO;3;0.0;;0;100325;ESPIRITO SANTO;APROVADO
408030208;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR;3;0.0;;0;100326;ESPIRITO SANTO;APROVADO
408030437;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL);3;0.0;;0;100327;ESPIRITO SANTO;APROVADO
